CreationDate,Score
"2016-02-11 02:45:49","1"
"2012-08-08 15:58:10","8"
"2012-08-08 15:59:43","2"
"2010-11-28 17:48:49","0"
"2017-10-09 18:53:42","2"
"2011-11-27 07:42:09","2"
"2011-11-27 07:55:26","0"
"2013-04-03 09:55:38","3"
"2015-07-15 12:01:14","2"
"2009-06-15 03:21:13","1"
"2019-01-16 14:57:39","0"
"2012-08-10 13:41:37","0"
"2014-05-01 09:55:40","0"
"2014-05-01 16:27:21","0"
"2012-08-10 14:35:23","0"
"2016-08-03 07:59:39","0"
"2012-08-29 11:07:53","2"
"2016-02-18 10:25:34","2"
"2013-03-18 07:30:18","0"
"2017-03-28 08:52:49","0"
"2014-05-23 02:02:26","1"
"2012-08-31 03:48:04","0"
"2014-06-02 23:07:55","1"
"2010-10-22 15:42:33","2"
"2017-10-04 18:30:28","0"
"2014-05-05 06:52:36","1"
"2016-08-26 20:17:45","1"
"2015-06-29 04:42:04","1"
"2016-02-13 06:01:06","1"
"2019-10-01 11:14:03","0"
"2010-12-23 23:37:49","0"
"2019-10-14 08:17:34","1"
"2019-10-14 08:17:51","0"
"2011-01-27 22:56:55","1"
"2013-10-22 13:31:35","5"
"2014-05-14 19:20:06","0"
"2011-01-28 13:21:29","2"
"2013-03-28 00:52:11","1"
"2011-11-13 23:09:22","0"
"2014-06-09 23:17:21","0"
"2013-04-28 22:06:17","0"
"2013-04-29 02:04:58","0"
"2018-05-11 05:53:13","0"
"2013-04-29 03:09:24","5"
"2013-04-29 04:47:01","8"
"2008-09-19 10:54:35","6"
"2012-01-11 11:41:53","0"
"2014-05-13 10:58:03","2"
"2014-04-30 03:11:51","1"
"2016-08-23 07:39:26","4"
"2012-08-27 20:53:14","1"
"2011-12-08 11:56:44","0"
"2009-03-11 15:48:54","0"
"2012-01-11 18:30:37","1"
"2014-05-21 08:22:22","3"
"2014-12-09 23:11:11","0"
"2011-12-11 07:21:18","5"
"2013-04-04 06:10:57","0"
"2014-12-10 17:48:55","1"
"2017-03-02 14:51:54","0"
"2017-10-10 03:05:33","0"
"2015-07-13 17:25:08","1"
"2018-05-23 05:44:49","4"
"2012-09-20 18:13:47","0"
"2012-08-15 12:24:01","2"
"2010-12-11 02:51:57","26"
"2010-12-11 03:10:32","3"
"2011-12-01 17:03:33","4"
"2016-08-11 05:08:53","0"
"2014-05-26 13:18:50","0"
"2016-08-26 00:49:53","0"
"2016-08-30 07:12:42","0"
"2014-05-24 15:03:51","28"
"2011-11-29 22:37:34","2"
"2016-02-26 18:35:32","1"
"2012-08-22 08:31:04","2"
"2012-08-23 16:28:30","1"
"2015-07-17 16:16:13","0"
"2012-08-02 10:40:51","0"
"2017-10-24 20:11:33","4"
"2011-03-04 20:34:49","0"
"2010-11-18 16:07:24","0"
"2011-01-13 20:29:16","1"
"2012-08-28 02:15:07","0"
"2013-04-20 18:12:50","1"
"2017-10-26 06:12:52","1"
"2019-02-15 17:39:11","-2"
"2009-07-14 19:49:11","0"
"2011-01-17 22:57:56","2"
"2019-10-02 23:45:40","1"
"2011-03-10 07:04:45","0"
"2014-06-03 08:11:17","1"
"2016-03-04 03:33:40","1"
"2012-09-09 09:13:41","0"
"2016-08-19 15:16:19","0"
"2016-08-11 14:33:07","1"
"2013-03-25 18:39:55","9"
"2013-03-25 18:41:59","0"
"2012-10-06 17:16:41","0"
"2015-07-25 15:47:13","0"
"2015-07-02 15:52:01","0"
"2017-03-09 10:45:17","0"
"2012-07-18 15:28:19","0"
"2014-12-06 15:58:32","0"
"2018-05-21 06:53:08","1"
"2011-12-23 03:10:36","0"
"2013-03-20 14:03:55","0"
"2011-11-24 11:47:23","0"
"2011-11-24 11:49:48","1"
"2015-06-23 06:23:05","0"
"2010-10-24 23:47:00","0"
"2012-08-07 04:03:52","0"
"2014-11-25 01:55:57","0"
"2008-10-16 17:40:47","3"
"2016-01-27 05:12:44","1"
"2018-05-25 10:00:37","1"
"2013-03-20 06:33:06","0"
"2010-10-21 19:05:58","3"
"2014-05-16 16:56:54","1"
"2011-10-26 09:40:27","6"
"2011-10-26 09:41:29","5"
"2011-10-26 09:43:39","0"
"2015-06-26 22:26:59","0"
"2014-05-03 21:41:44","0"
"2011-11-17 07:20:27","0"
"2011-12-28 07:26:42","0"
"2019-01-25 05:49:23","0"
"2010-12-08 20:48:43","0"
"2011-10-25 12:57:22","1"
"2012-08-14 11:13:10","2"
"2012-08-14 11:14:02","1"
"2019-09-26 18:26:58","1"
"2013-06-02 20:46:56","0"
"2009-05-20 00:18:25","0"
"2011-12-28 20:18:05","0"
"2011-01-30 19:37:47","14"
"2014-05-21 11:24:35","0"
"2013-11-04 09:32:25","0"
"2016-02-23 12:16:47","5"
"2017-05-03 09:08:50","0"
"2009-08-06 14:37:54","1"
"2017-10-27 13:30:51","0"
"2019-09-28 08:11:25","0"
"2017-10-16 17:17:09","0"
"2010-12-17 15:22:23","3"
"2016-02-01 01:04:10","0"
"2013-03-30 06:35:26","0"
"2013-11-17 07:05:20","0"
"2013-04-01 04:17:34","1"
"2014-06-03 09:56:51","0"
"2011-01-14 11:15:19","2"
"2009-08-28 13:36:21","1"
"2013-04-02 19:57:37","1"
"2011-11-10 18:02:46","2"
"2013-11-08 10:46:50","2"
"2009-10-19 06:24:58","1"
"2012-08-08 21:56:28","1"
"2009-08-08 14:29:45","1"
"2015-07-08 05:18:34","0"
"2013-04-29 21:14:15","1"
"2017-03-13 19:52:30","0"
"2013-10-30 12:24:56","0"
"2011-02-09 19:53:35","0"
"2015-01-04 15:50:08","0"
"2012-09-15 22:15:53","0"
"2016-02-06 06:29:13","1"
"2009-10-20 18:55:38","1"
"2011-12-27 06:47:02","0"
"2011-12-27 06:52:04","-1"
"2011-02-10 08:28:59","8"
"2016-02-08 17:42:02","1"
"2011-12-27 12:13:49","2"
"2011-11-22 07:46:33","8"
"2012-09-20 21:34:29","3"
"2012-01-06 03:01:45","0"
"2016-02-10 13:44:07","2"
"2014-12-26 21:51:49","1"
"2015-07-11 12:32:28","0"
"2013-04-30 08:49:15","1"
"2017-09-22 19:45:50","0"
"2018-05-23 10:37:33","0"
"2011-02-10 18:36:01","1"
"2012-09-16 22:07:20","1"
"2011-12-28 16:35:18","0"
"2011-12-28 16:38:01","1"
"2009-09-06 19:23:52","5"
"2009-06-10 11:35:43","0"
"2016-02-18 17:21:00","-1"
"2009-09-29 20:31:53","0"
"2014-11-26 08:16:00","1"
"2013-04-13 12:46:54","4"
"2013-04-09 06:12:06","4"
"2017-03-22 07:13:57","0"
"2011-02-01 17:37:41","1"
"2014-12-20 19:30:36","0"
"2011-02-02 07:25:37","1"
"2015-07-23 13:05:36","0"
"2011-10-20 11:09:37","1"
"2013-04-15 12:07:04","0"
"2012-08-24 01:10:04","2"
"2013-10-18 18:10:20","5"
"2012-09-11 15:21:04","1"
"2014-05-04 18:41:07","2"
"2016-08-30 14:29:51","0"
"2009-07-01 18:55:47","7"
"2013-04-25 19:19:36","0"
"2014-06-11 18:40:20","0"
"2012-09-11 19:53:24","3"
"2017-03-05 05:14:00","0"
"2009-11-10 17:20:44","0"
"2013-04-26 00:51:49","1"
"2011-02-02 21:47:48","0"
"2011-12-17 21:16:19","3"
"2009-10-25 17:00:37","116"
"2011-02-03 01:57:20","0"
"2016-08-10 16:30:43","6"
"2017-03-06 12:11:26","0"
"2012-09-12 19:31:00","1"
"2015-01-05 01:22:59","0"
"2017-10-31 11:02:58","0"
"2019-02-16 02:57:53","0"
"2011-10-29 23:53:41","8"
"2010-12-22 02:00:53","5"
"2017-10-31 11:44:29","0"
"2017-04-04 07:02:57","1"
"2015-06-23 08:42:32","0"
"2013-12-20 16:13:14","0"
"2011-04-07 12:40:54","4"
"2010-03-29 19:27:17","2"
"2010-03-30 13:16:36","2"
"2014-07-17 05:54:40","0"
"2014-07-17 06:11:19","0"
"2013-06-04 22:38:06","2"
"2010-05-04 19:10:49","-2"
"2012-02-21 15:43:50","1"
"2015-02-10 05:33:43","-1"
"2011-04-12 18:33:43","0"
"2011-04-12 18:41:55","2"
"2016-10-16 13:16:22","0"
"2013-12-27 04:40:48","0"
"2017-12-06 19:08:31","0"
"2012-03-04 18:30:09","1"
"2012-03-04 20:37:23","17"
"2014-07-24 04:44:56","1"
"2012-03-15 20:43:24","2"
"2016-10-18 09:53:17","1"
"2013-06-11 16:50:39","2"
"2012-11-07 18:45:12","0"
"2013-10-11 05:47:44","0"
"2018-05-01 22:10:34","0"
"2013-03-21 23:47:24","0"
"2010-10-29 14:34:28","0"
"2014-05-06 13:00:14","23"
"2014-12-01 13:58:10","2"
"2015-06-30 11:19:00","2"
"2015-07-02 12:04:00","0"
"2011-10-28 22:08:38","0"
"2015-07-05 17:36:49","0"
"2011-11-08 21:42:30","0"
"2012-08-07 16:25:09","0"
"2017-03-16 11:11:51","1"
"2015-07-10 19:08:11","0"
"2011-11-21 04:46:44","3"
"2013-04-08 15:27:10","1"
"2014-05-21 22:14:43","0"
"2019-10-09 23:21:59","0"
"2010-12-16 10:38:59","1"
"2012-08-20 10:33:58","0"
"2010-12-28 20:53:07","1"
"2012-08-29 09:25:42","20"
"2016-02-18 09:58:59","1"
"2012-08-30 22:23:03","0"
"2015-07-24 06:32:10","0"
"2009-08-22 05:01:54","0"
"2013-04-23 14:59:05","1"
"2009-08-22 14:14:47","1"
"2019-02-08 11:59:02","0"
"2018-06-19 01:42:04","0"
"2014-11-20 20:17:33","0"
"2019-01-12 08:05:01","1"
"2014-11-20 20:49:58","0"
"2009-09-18 15:01:47","10"
"2014-11-26 02:34:02","0"
"2012-07-18 20:08:32","0"
"2011-10-14 09:00:37","1"
"2011-10-14 09:01:27","1"
"2015-06-24 00:29:53","1"
"2014-11-26 10:58:26","0"
"2015-06-29 00:24:48","0"
"2013-10-21 11:23:04","1"
"2014-05-05 05:59:53","5"
"2013-03-23 05:08:55","1"
"2010-11-15 18:33:34","1"
"2013-10-20 21:47:29","0"
"2011-11-04 18:20:04","9"
"2013-10-26 18:00:40","1"
"2014-05-08 06:19:24","0"
"2009-03-28 00:49:03","4"
"2015-07-05 21:00:38","2"
"2010-12-08 05:59:58","0"
"2009-03-11 06:34:02","8"
"2011-11-23 18:00:47","5"
"2011-11-23 18:02:37","1"
"2012-08-08 14:31:26","1"
"2011-11-23 19:50:27","2"
"2013-04-03 09:19:18","0"
"2017-03-19 22:53:51","0"
"2013-04-03 22:26:40","7"
"2019-01-14 21:18:27","0"
"2015-06-22 15:45:17","0"
"2009-04-21 13:45:43","4"
"2013-04-12 19:10:18","0"
"2016-02-13 03:00:46","1"
"2013-04-12 19:47:28","0"
"2010-12-29 04:50:13","6"
"2011-12-03 20:01:55","0"
"2013-04-16 08:38:57","1"
"2016-08-22 08:49:43","1"
"2011-10-10 10:37:24","0"
"2013-04-08 18:32:50","0"
"2009-05-25 12:56:04","1"
"2013-10-23 00:03:06","5"
"2011-10-16 01:03:03","0"
"2012-07-19 16:25:20","0"
"2016-08-04 23:08:06","0"
"2015-07-02 01:10:23","1"
"2010-11-11 12:55:31","0"
"2019-10-21 08:16:15","0"
"2019-01-19 04:20:23","0"
"2014-12-05 15:31:11","1"
"2012-07-24 14:11:40","1"
"2015-07-16 11:17:19","0"
"2013-11-08 01:24:41","6"
"2012-07-25 16:01:51","0"
"2012-08-22 01:20:44","4"
"2011-01-27 23:25:42","6"
"2017-03-12 23:55:50","0"
"2013-10-24 05:46:38","0"
"2019-09-17 05:49:42","1"
"2014-05-09 21:26:19","3"
"2011-10-12 00:51:57","4"
"2013-04-29 02:21:11","0"
"2010-11-16 06:33:59","0"
"2017-10-05 12:00:27","0"
"2012-07-18 14:51:43","0"
"2012-07-18 14:51:48","0"
"2016-08-31 09:06:19","2"
"2014-05-13 11:20:56","0"
"2012-08-05 18:25:02","0"
"2010-11-22 06:07:53","0"
"2016-02-17 09:20:16","-3"
"2012-09-14 17:10:54","1"
"2012-01-11 16:59:07","3"
"2012-08-06 23:50:28","2"
"2014-12-09 23:13:13","0"
"2017-03-14 09:48:29","0"
"2016-02-18 12:05:18","1"
"2013-10-30 09:46:41","0"
"2012-08-31 06:49:21","0"
"2013-04-06 00:55:46","0"
"2019-02-26 05:22:43","0"
"2019-01-21 21:59:11","1"
"2010-12-08 16:09:47","13"
"2014-05-24 11:34:44","0"
"2011-02-18 16:36:05","4"
"2009-11-07 01:40:56","3"
"2016-08-25 02:40:31","-1"
"2016-08-25 02:46:20","4"
"2013-10-22 01:09:46","1"
"2012-07-13 22:36:00","1"
"2017-03-20 06:40:42","1"
"2017-09-20 21:52:53","0"
"2013-04-10 18:49:50","0"
"2013-03-26 19:32:49","1"
"2011-02-28 16:16:42","3"
"2011-10-12 13:34:39","1"
"2009-07-07 15:46:02","1"
"2014-05-29 00:03:11","1"
"2013-11-13 21:17:10","0"
"2008-10-15 00:07:42","33"
"2012-08-29 18:05:23","1"
"2011-10-18 21:33:14","0"
"2014-12-06 17:16:48","0"
"2017-03-10 23:24:36","0"
"2015-07-06 17:29:15","0"
"2011-10-20 07:57:26","1"
"2010-10-26 07:40:03","0"
"2013-05-14 17:48:04","1"
"2013-04-20 19:34:21","0"
"2014-05-05 17:47:37","0"
"2015-08-06 07:29:14","1"
"2011-01-14 04:40:00","1"
"2011-12-14 01:32:26","0"
"2016-03-04 03:27:04","1"
"2013-03-25 06:02:24","0"
"2011-12-15 23:16:14","3"
"2013-04-05 03:01:34","0"
"2010-10-05 07:29:49","1"
"2010-10-11 08:49:29","9"
"2015-07-11 06:49:57","-1"
"2011-11-21 22:20:00","3"
"2013-05-23 07:28:38","0"
"2016-03-11 11:38:38","4"
"2015-08-14 02:45:23","0"
"2014-05-01 18:11:38","0"
"2017-03-18 17:11:39","1"
"2016-10-02 18:07:51","-4"
"2016-08-16 21:19:54","0"
"2016-08-03 09:15:53","-1"
"2013-10-18 08:29:55","4"
"2015-07-06 19:06:39","-1"
"2015-07-07 11:50:44","0"
"2009-08-27 01:42:53","1"
"2009-08-27 02:01:29","1"
"2013-11-18 12:51:47","0"
"2013-04-10 22:59:06","5"
"2013-04-10 22:59:36","0"
"2013-03-18 16:19:18","16"
"2012-07-20 23:38:41","0"
"2012-07-20 23:46:29","0"
"2015-08-24 07:45:26","0"
"2015-07-16 15:27:46","0"
"2012-08-23 18:25:55","0"
"2010-02-22 00:00:22","3"
"2015-06-27 18:33:09","0"
"2009-09-04 16:08:05","0"
"2017-11-29 22:50:58","0"
"2015-02-07 09:29:55","3"
"2014-11-30 13:45:44","0"
"2016-02-22 23:05:13","1"
"2013-04-07 23:53:01","2"
"2013-11-02 16:32:51","0"
"2013-11-02 16:34:52","0"
"2017-09-29 17:17:06","7"
"2011-04-07 19:22:27","3"
"2013-11-11 16:41:24","2"
"2010-04-01 20:03:42","3"
"2013-11-19 09:50:51","0"
"2012-02-22 20:48:55","4"
"2014-05-22 09:47:04","-1"
"2012-02-22 23:54:57","4"
"2017-12-05 13:36:52","0"
"2010-05-10 22:16:43","1"
"2016-02-23 13:26:19","1"
"2012-08-29 18:28:52","0"
"2013-11-19 11:38:34","6"
"2019-09-30 11:52:50","0"
"2013-04-11 22:39:54","15"
"2014-05-11 12:26:48","0"
"2010-11-19 04:58:41","3"
"2011-12-17 01:25:58","1"
"2012-01-05 21:41:53","3"
"2010-11-24 11:59:52","40"
"2012-08-22 12:01:51","1"
"2014-12-10 05:07:29","1"
"2014-12-22 15:04:38","0"
"2011-11-15 18:53:07","0"
"2013-11-11 17:35:23","1"
"2019-02-03 19:55:07","2"
"2010-12-06 17:30:54","0"
"2013-04-24 03:33:29","0"
"2012-01-12 19:41:47","1"
